NSS.FRAC.M2.D07168.S0655.E0837.B0341819.SV,2007,168,1990656,396601,-0.153595883,0.121590054
NSS.FRAC.M2.D07168.S0836.E1018.B0341920.SV,2007,168,3575808,724076,-0.144332863,0.11791656
NSS.FRAC.M2.D07168.S1017.E1159.B0342021.SV,2007,168,2396160,505971,-0.136671398,0.113246017
NSS.FRAC.M2.D07168.S1158.E1338.B0342122.SV,2007,168,1126400,177046,-0.104416238,0.088140335
NSS.FRAC.M2.D07168.S1338.E1518.B0342223.SV,2007,168,548864,74490,-0.10801461,0.080135589
NSS.FRAC.M2.D07168.S1517.E1659.B0342324.SV,2007,168,1034240,187051,-0.10426279,0.08867625
NSS.FRAC.M2.D07168.S1658.E1839.B0342425.SV,2007,168,843776,118326,-0.169750261,0.153683821
NSS.FRAC.M2.D07168.S1838.E2020.B0342526.SV,2007,168,882688,96840,-0.187397992,0.142425868
NSS.FRAC.M2.D07168.S2019.E2202.B0342627.SV,2007,168,1566720,223562,-0.175288808,0.129634601
NSS.FRAC.M2.D07168.S2201.E2344.B0342728.SV,2007,168,4878336,749214,-0.163067741,0.139290067
NSS.FRAC.M2.D07168.S2344.E0126.B0342829.SV,2007,168,3328000,837755,-0.157251178,0.115299375
NSS.FRAC.M2.D07169.S0126.E0310.B0342930.SV,2007,169,2127872,436322,-0.163996365,0.109694417
NSS.FRAC.M2.D07169.S0309.E0452.B0343031.SV,2007,169,856064,383858,-0.171941521,0.125861819
NSS.FRAC.M2.D07169.S0452.E0635.B0343132.SV,2007,169,1073152,212748,-0.158299672,0.114999203
NSS.FRAC.M2.D07169.S0634.E0816.B0343233.SV,2007,169,1775616,433238,-0.158889248,0.116428306
NSS.FRAC.M2.D07169.S0815.E0958.B0343334.SV,2007,169,3137536,626873,-0.161304899,0.119869678
